dividend_cocode|company_name|div_announcement_date|div_rate|div_per_share
61957|DIVI'S LABORATORIES LTD.|17-06-2002|50.0000|5.0000
61957|DIVI'S LABORATORIES LTD.|22-05-2003|60.0000|6.0000
61957|DIVI'S LABORATORIES LTD.|17-05-2004|80.0000|8.0000
61957|DIVI'S LABORATORIES LTD.|21-05-2005|80.0000|8.0000
61957|DIVI'S LABORATORIES LTD.|17-06-2006|100.0000|10.0000
61957|DIVI'S LABORATORIES LTD.|19-03-2007|100.0000|10.0000
61957|DIVI'S LABORATORIES LTD.|09-06-2008|200.0000|4.0000
61957|DIVI'S LABORATORIES LTD.|06-06-2009|300.0000|6.0000
61957|DIVI'S LABORATORIES LTD.|24-05-2010|300.0000|6.0000
61957|DIVI'S LABORATORIES LTD.|20-05-2011|500.0000|10.0000
61957|DIVI'S LABORATORIES LTD.|12-05-2012|650.0000|13.0000
61957|DIVI'S LABORATORIES LTD.|20-05-2013|750.0000|15.0000
61957|DIVI'S LABORATORIES LTD.|26-05-2014|1000.0000|20.0000
61957|DIVI'S LABORATORIES LTD.|23-05-2015|1000.0000|20.0000
61957|DIVI'S LABORATORIES LTD.|10-03-2016|500.0000|10.0000
61957|DIVI'S LABORATORIES LTD.|28-05-2016|0.0000|0.0000
61957|DIVI'S LABORATORIES LTD.|26-05-2017|500.0000|10.0000
61957|DIVI'S LABORATORIES LTD.|26-05-2018|500.0000|10.0000
61957|DIVI'S LABORATORIES LTD.|25-05-2019|800.0000|16.0000
61957|DIVI'S LABORATORIES LTD.|12-02-2020|800.0000|16.0000
61957|DIVI'S LABORATORIES LTD.|29-05-2021|1000.0000|20.0000
61957|DIVI'S LABORATORIES LTD.|23-05-2022|1500.0000|30.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-03-1989|25.0000|NA
62987|DR. REDDY'S LABORATORIES LTD.|31-03-1990|25.0000|NA
62987|DR. REDDY'S LABORATORIES LTD.|22-02-1991|20.0000|NA
62987|DR. REDDY'S LABORATORIES LTD.|23-08-1991|10.0000|1.0000
62987|DR. REDDY'S LABORATORIES LTD.|23-12-1991|20.0000|2.0000
62987|DR. REDDY'S LABORATORIES LTD.|07-08-1992|10.0000|1.0000
62987|DR. REDDY'S LABORATORIES LTD.|07-01-1993|20.0000|2.0000
62987|DR. REDDY'S LABORATORIES LTD.|27-09-1993|10.0000|1.0000
62987|DR. REDDY'S LABORATORIES LTD.|06-05-1994|25.0000|2.5000
62987|DR. REDDY'S LABORATORIES LTD.|12-08-1994|30.0000|3.0000
62987|DR. REDDY'S LABORATORIES LTD.|14-08-1995|30.0000|3.0000
62987|DR. REDDY'S LABORATORIES LTD.|10-08-1996|30.0000|3.0000
62987|DR. REDDY'S LABORATORIES LTD.|06-07-1997|30.0000|3.0000
62987|DR. REDDY'S LABORATORIES LTD.|28-04-1998|30.0000|3.0000
62987|DR. REDDY'S LABORATORIES LTD.|20-04-1999|30.0000|3.0000
62987|DR. REDDY'S LABORATORIES LTD.|24-03-2000|25.0000|2.5000
62987|DR. REDDY'S LABORATORIES LTD.|27-04-2000|5.0000|0.5000
62987|DR. REDDY'S LABORATORIES LTD.|31-05-2001|40.0000|4.0000
62987|DR. REDDY'S LABORATORIES LTD.|01-10-2001|100.0000|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|04-06-2002|50.0000|2.5000
62987|DR. REDDY'S LABORATORIES LTD.|02-06-2003|100.0000|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|28-05-2004|100.0000|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|06-05-2005|100.0000|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|31-05-2006|100.0000|5.0000
62987|DR. REDDY'S LABORATORIES LTD.|18-05-2007|75.0000|3.7500
62987|DR. REDDY'S LABORATORIES LTD.|20-05-2008|75.0000|3.7500
62987|DR. REDDY'S LABORATORIES LTD.|18-05-2009|125.0000|6.2500
62987|DR. REDDY'S LABORATORIES LTD.|06-05-2010|225.0000|11.2500
62987|DR. REDDY'S LABORATORIES LTD.|13-05-2011|225.0000|11.2500
62987|DR. REDDY'S LABORATORIES LTD.|11-05-2012|275.0000|13.7500
62987|DR. REDDY'S LABORATORIES LTD.|14-05-2013|300.0000|15.0000
62987|DR. REDDY'S LABORATORIES LTD.|13-05-2014|360.0000|18.0000
62987|DR. REDDY'S LABORATORIES LTD.|12-05-2015|400.0000|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|12-05-2016|400.0000|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|12-05-2017|400.0000|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|22-05-2018|400.0000|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|17-05-2019|400.0000|20.0000
62987|DR. REDDY'S LABORATORIES LTD.|20-05-2020|500.0000|25.0000
62987|DR. REDDY'S LABORATORIES LTD.|14-05-2021|500.0000|25.0000
62987|DR. REDDY'S LABORATORIES LTD.|19-05-2022|600.0000|30.0000
66185|EICHER MOTORS LTD.|30-04-1988|0.0000|NA
66185|EICHER MOTORS LTD.|31-03-1989|0.0000|NA
66185|EICHER MOTORS LTD.|31-03-1990|0.0000|0.0000
66185|EICHER MOTORS LTD.|31-03-1991|0.0000|0.0000
66185|EICHER MOTORS LTD.|31-03-1992|0.0000|0.0000
66185|EICHER MOTORS LTD.|31-03-1993|0.0000|0.0000
66185|EICHER MOTORS LTD.|31-03-1994|0.0000|0.0000
66185|EICHER MOTORS LTD.|31-03-1995|0.0000|0.0000
66185|EICHER MOTORS LTD.|31-03-1996|0.0000|0.0000
66185|EICHER MOTORS LTD.|27-05-1997|10.0000|1.0000
66185|EICHER MOTORS LTD.|10-06-1998|10.0000|1.0000
66185|EICHER MOTORS LTD.|25-05-1999|15.0000|1.5000
66185|EICHER MOTORS LTD.|31-03-2000|0.0000|0.0000
66185|EICHER MOTORS LTD.|19-04-2000|20.0000|2.0000
66185|EICHER MOTORS LTD.|10-05-2001|20.0000|2.0000
66185|EICHER MOTORS LTD.|09-05-2002|25.0000|2.5000
66185|EICHER MOTORS LTD.|02-05-2003|35.0000|3.5000
66185|EICHER MOTORS LTD.|24-08-2004|35.0000|3.5000
66185|EICHER MOTORS LTD.|27-06-2005|40.0000|4.0000
66185|EICHER MOTORS LTD.|29-04-2006|40.0000|4.0000
66185|EICHER MOTORS LTD.|11-03-2007|40.0000|4.0000
66185|EICHER MOTORS LTD.|12-03-2007|250.0000|25.0000
66185|EICHER MOTORS LTD.|04-05-2007|0.0000|0.0000
66185|EICHER MOTORS LTD.|28-04-2008|50.0000|5.0000
66185|EICHER MOTORS LTD.|30-03-2009|50.0000|5.0000
66185|EICHER MOTORS LTD.|15-02-2010|70.0000|7.0000
66185|EICHER MOTORS LTD.|05-02-2011|110.0000|11.0000
66185|EICHER MOTORS LTD.|11-02-2012|160.0000|16.0000
66185|EICHER MOTORS LTD.|12-02-2013|200.0000|20.0000
66185|EICHER MOTORS LTD.|12-02-2014|300.0000|30.0000
66185|EICHER MOTORS LTD.|14-02-2015|500.0000|50.0000
66185|EICHER MOTORS LTD.|12-03-2016|1000.0000|100.0000
66185|EICHER MOTORS LTD.|05-05-2017|1000.0000|100.0000
66185|EICHER MOTORS LTD.|09-05-2018|1100.0000|110.0000
66185|EICHER MOTORS LTD.|10-05-2019|1250.0000|125.0000
66185|EICHER MOTORS LTD.|11-03-2020|1250.0000|125.0000
66185|EICHER MOTORS LTD.|27-05-2021|1700.0000|17.0000
66185|EICHER MOTORS LTD.|13-05-2022|2100.0000|21.0000
85447|GRASIM INDUSTRIES LTD.|31-03-1989|27.5000|NA
85447|GRASIM INDUSTRIES LTD.|10-08-1990|30.0000|3.0000
85447|GRASIM INDUSTRIES LTD.|19-07-1991|35.0000|3.5000
85447|GRASIM INDUSTRIES LTD.|16-07-1992|37.5000|3.7500
85447|GRASIM INDUSTRIES LTD.|16-08-1993|40.0000|4.0000
85447|GRASIM INDUSTRIES LTD.|03-06-1994|47.5000|4.7500
85447|GRASIM INDUSTRIES LTD.|28-06-1995|41.0000|4.1000
85447|GRASIM INDUSTRIES LTD.|03-05-1996|62.5000|6.2500
85447|GRASIM INDUSTRIES LTD.|01-05-1997|65.0000|6.5000
85447|GRASIM INDUSTRIES LTD.|06-05-1998|67.5000|6.7500
85447|GRASIM INDUSTRIES LTD.|30-06-1999|67.5000|6.7500
85447|GRASIM INDUSTRIES LTD.|01-04-2000|60.0000|6.0000
85447|GRASIM INDUSTRIES LTD.|29-04-2000|10.0000|1.0000
85447|GRASIM INDUSTRIES LTD.|31-03-2001|80.0000|8.0000
85447|GRASIM INDUSTRIES LTD.|02-05-2002|90.0000|9.0000
85447|GRASIM INDUSTRIES LTD.|29-04-2003|100.0000|10.0000
85447|GRASIM INDUSTRIES LTD.|28-04-2004|140.0000|14.0000
85447|GRASIM INDUSTRIES LTD.|29-04-2005|160.0000|16.0000
85447|GRASIM INDUSTRIES LTD.|27-04-2006|200.0000|20.0000
85447|GRASIM INDUSTRIES LTD.|12-03-2007|275.0000|27.5000
85447|GRASIM INDUSTRIES LTD.|25-04-2007|0.0000|0.0000
85447|GRASIM INDUSTRIES LTD.|29-04-2008|300.0000|30.0000
85447|GRASIM INDUSTRIES LTD.|19-05-2009|300.0000|30.0000
85447|GRASIM INDUSTRIES LTD.|20-05-2010|300.0000|30.0000
85447|GRASIM INDUSTRIES LTD.|11-05-2011|200.0000|20.0000
85447|GRASIM INDUSTRIES LTD.|05-05-2012|225.0000|22.5000
85447|GRASIM INDUSTRIES LTD.|04-05-2013|225.0000|22.5000
85447|GRASIM INDUSTRIES LTD.|02-05-2014|210.0000|21.0000
85447|GRASIM INDUSTRIES LTD.|02-05-2015|180.0000|18.0000
85447|GRASIM INDUSTRIES LTD.|07-05-2016|225.0000|22.5000
85447|GRASIM INDUSTRIES LTD.|19-05-2017|275.0000|5.5000
85447|GRASIM INDUSTRIES LTD.|23-05-2018|310.0000|6.2000
85447|GRASIM INDUSTRIES LTD.|24-05-2019|350.0000|7.0000
85447|GRASIM INDUSTRIES LTD.|13-06-2020|200.0000|4.0000
85447|GRASIM INDUSTRIES LTD.|24-05-2021|250.0000|5.0000
85447|GRASIM INDUSTRIES LTD.|25-05-2021|200.0000|4.0000
85447|GRASIM INDUSTRIES LTD.|24-05-2022|250.0000|5.0000
85447|GRASIM INDUSTRIES LTD.|25-05-2022|250.0000|5.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|30-09-2001|0.0000|0.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|30-04-2003|0.0000|0.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|28-05-2008|15.0000|1.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|10-02-2009|20.0000|2.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|20-05-2009|10.0000|1.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|28-01-2010|25.0000|2.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|17-05-2010|15.0000|1.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|08-02-2011|25.0000|0.5000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|28-04-2011|20.0000|0.4000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|06-02-2012|15.0000|0.3000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|14-05-2012|35.0000|0.7000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|15-05-2013|50.0000|1.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|15-05-2014|50.0000|1.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|02-05-2015|55.0000|1.1000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|15-03-2016|55.0000|1.1000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|24-05-2017|65.0000|1.3000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|03-05-2018|100.0000|2.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|04-06-2019|10.0000|0.2000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|04-03-2020|160.0000|3.2000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|04-05-2021|250.0000|5.0000
86597|ADANI PORTS & SPECIAL ECONOMIC ZONE LTD.|25-05-2022|250.0000|5.0000
88258|H C L TECHNOLOGIES LTD.|30-06-1999|5.0000|0.5000
88258|H C L TECHNOLOGIES LTD.|10-08-2000|5.0000|0.2000
88258|H C L TECHNOLOGIES LTD.|06-08-2001|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|30-08-2002|75.0000|1.5000
88258|H C L TECHNOLOGIES LTD.|29-04-2003|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|12-09-2003|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|31-10-2003|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|29-01-2004|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|26-04-2004|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|15-09-2004|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|26-10-2004|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|25-01-2005|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|25-04-2005|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|23-08-2005|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|25-10-2005|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|18-01-2006|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|19-04-2006|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|19-08-2006|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|16-10-2006|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|15-01-2007|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|17-04-2007|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|13-08-2007|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|16-10-2007|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2008|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|15-04-2008|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|01-08-2008|150.0000|3.0000
88258|H C L TECHNOLOGIES LTD.|15-10-2008|150.0000|3.0000
88258|H C L TECHNOLOGIES LTD.|23-01-2009|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|22-04-2009|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|25-08-2009|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|28-10-2009|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|25-01-2010|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|21-04-2010|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|29-07-2010|50.0000|1.0000
88258|H C L TECHNOLOGIES LTD.|20-10-2010|75.0000|1.5000
88258|H C L TECHNOLOGIES LTD.|19-01-2011|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|20-04-2011|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|27-07-2011|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|18-10-2011|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|19-10-2011|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2012|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|18-04-2012|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|25-07-2012|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|17-10-2012|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2013|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|17-04-2013|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|31-07-2013|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|17-10-2013|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|16-01-2014|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|17-04-2014|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|31-07-2014|0.0000|0.0000
88258|H C L TECHNOLOGIES LTD.|01-08-2014|600.0000|12.0000
88258|H C L TECHNOLOGIES LTD.|17-10-2014|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|30-01-2015|400.0000|8.0000
88258|H C L TECHNOLOGIES LTD.|21-04-2015|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|03-08-2015|250.0000|5.0000
88258|H C L TECHNOLOGIES LTD.|19-10-2015|250.0000|5.0000
88258|H C L TECHNOLOGIES LTD.|19-01-2016|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|28-04-2016|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|03-08-2016|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|21-10-2016|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|24-01-2017|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|11-05-2017|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|27-07-2017|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|25-10-2017|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|19-01-2018|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|02-05-2018|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|27-07-2018|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|23-10-2018|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|29-01-2019|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|09-05-2019|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|07-08-2019|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|23-10-2019|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|17-01-2020|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|07-05-2020|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|17-07-2020|100.0000|2.0000
88258|H C L TECHNOLOGIES LTD.|16-10-2020|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|15-01-2021|200.0000|4.0000
88258|H C L TECHNOLOGIES LTD.|23-04-2021|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|24-04-2021|500.0000|10.0000
88258|H C L TECHNOLOGIES LTD.|19-07-2021|300.0000|6.0000
88258|H C L TECHNOLOGIES LTD.|14-10-2021|500.0000|10.0000
88258|H C L TECHNOLOGIES LTD.|14-01-2022|500.0000|10.0000
88258|H C L TECHNOLOGIES LTD.|21-04-2022|900.0000|18.0000
88258|H C L TECHNOLOGIES LTD.|12-07-2022|500.0000|10.0000
88297|H D F C BANK LTD.|31-03-1995|0.0000|0.0000
88297|H D F C BANK LTD.|31-03-1996|0.0000|0.0000
88297|H D F C BANK LTD.|21-05-1997|8.0000|0.8000
88297|H D F C BANK LTD.|14-05-1998|10.0000|1.0000
88297|H D F C BANK LTD.|22-04-1999|13.0000|1.3000
88297|H D F C BANK LTD.|15-04-2000|16.0000|1.6000
88297|H D F C BANK LTD.|31-03-2001|20.0000|2.0000
88297|H D F C BANK LTD.|15-04-2002|25.0000|2.5000
88297|H D F C BANK LTD.|16-04-2003|30.0000|3.0000
88297|H D F C BANK LTD.|16-04-2004|35.0000|3.5000
88297|H D F C BANK LTD.|13-04-2005|45.0000|4.5000
88297|H D F C BANK LTD.|17-04-2006|55.0000|5.5000
88297|H D F C BANK LTD.|24-04-2007|70.0000|7.0000
88297|H D F C BANK LTD.|24-04-2008|85.0000|8.5000
88297|H D F C BANK LTD.|23-04-2009|100.0000|10.0000
88297|H D F C BANK LTD.|24-04-2010|120.0000|12.0000
88297|H D F C BANK LTD.|18-04-2011|165.0000|16.5000
88297|H D F C BANK LTD.|18-04-2012|215.0000|4.3000
88297|H D F C BANK LTD.|23-04-2013|275.0000|5.5000
88297|H D F C BANK LTD.|22-04-2014|342.5000|6.8500
88297|H D F C BANK LTD.|23-04-2015|400.0000|8.0000
88297|H D F C BANK LTD.|22-04-2016|475.0000|9.5000
88297|H D F C BANK LTD.|21-04-2017|550.0000|11.0000
88297|H D F C BANK LTD.|21-04-2018|650.0000|13.0000
88297|H D F C BANK LTD.|20-04-2019|750.0000|15.0000
88297|H D F C BANK LTD.|20-07-2019|250.0000|5.0000
88297|H D F C BANK LTD.|18-06-2021|650.0000|6.5000
88297|H D F C BANK LTD.|23-04-2022|1550.0000|15.5000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2013|0.0000|0.0000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2014|5.0000|0.5000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2015|7.0000|0.7000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2016|9.0000|0.9000
88320|H D F C LIFE INSURANCE CO. LTD.|31-03-2017|11.0000|1.1000
88320|H D F C LIFE INSURANCE CO. LTD.|08-12-2017|13.6000|1.3600
88320|H D F C LIFE INSURANCE CO. LTD.|07-03-2019|16.3000|1.6300
88320|H D F C LIFE INSURANCE CO. LTD.|26-04-2021|20.2000|2.0200
88320|H D F C LIFE INSURANCE CO. LTD.|26-04-2022|17.0000|1.7000
92590|HERO MOTOCORP LTD.|30-06-1988|0.0000|NA
92590|HERO MOTOCORP LTD.|31-03-1990|0.0000|NA
92590|HERO MOTOCORP LTD.|31-01-1991|12.0000|NA
92590|HERO MOTOCORP LTD.|04-10-1991|8.0000|0.8000
92590|HERO MOTOCORP LTD.|15-01-1992|14.0000|1.4000
92590|HERO MOTOCORP LTD.|04-09-1992|8.0000|0.8000
92590|HERO MOTOCORP LTD.|22-01-1993|10.0000|1.0000
92590|HERO MOTOCORP LTD.|17-09-1993|15.0000|1.5000
92590|HERO MOTOCORP LTD.|15-01-1994|15.0000|1.5000
92590|HERO MOTOCORP LTD.|23-09-1994|12.0000|1.2000
92590|HERO MOTOCORP LTD.|11-09-1995|16.0000|1.6000
92590|HERO MOTOCORP LTD.|25-09-1995|14.0000|1.4000
92590|HERO MOTOCORP LTD.|01-10-1995|16.0000|1.6000
92590|HERO MOTOCORP LTD.|18-05-1996|16.0000|1.6000
92590|HERO MOTOCORP LTD.|20-11-1996|16.0000|1.6000
92590|HERO MOTOCORP LTD.|28-05-1997|19.0000|1.9000
92590|HERO MOTOCORP LTD.|15-07-1997|16.0000|1.6000
92590|HERO MOTOCORP LTD.|13-05-1998|24.0000|2.4000
92590|HERO MOTOCORP LTD.|13-05-1999|75.0000|7.5000
92590|HERO MOTOCORP LTD.|15-03-2000|100.0000|10.0000
92590|HERO MOTOCORP LTD.|31-03-2000|0.0000|0.0000
92590|HERO MOTOCORP LTD.|27-04-2001|150.0000|3.0000
92590|HERO MOTOCORP LTD.|17-10-2001|250.0000|5.0000
92590|HERO MOTOCORP LTD.|13-04-2002|350.0000|7.0000
92590|HERO MOTOCORP LTD.|14-04-2002|250.0000|5.0000
92590|HERO MOTOCORP LTD.|10-04-2003|500.0000|10.0000
92590|HERO MOTOCORP LTD.|11-04-2003|400.0000|8.0000
92590|HERO MOTOCORP LTD.|14-01-2004|500.0000|10.0000
92590|HERO MOTOCORP LTD.|12-04-2004|500.0000|10.0000
92590|HERO MOTOCORP LTD.|12-04-2005|1000.0000|20.0000
92590|HERO MOTOCORP LTD.|30-05-2006|1000.0000|20.0000
92590|HERO MOTOCORP LTD.|11-05-2007|850.0000|17.0000
92590|HERO MOTOCORP LTD.|24-04-2008|950.0000|19.0000
92590|HERO MOTOCORP LTD.|21-04-2009|1000.0000|20.0000
92590|HERO MOTOCORP LTD.|30-03-2010|4000.0000|80.0000
92590|HERO MOTOCORP LTD.|19-04-2010|1500.0000|30.0000
92590|HERO MOTOCORP LTD.|13-04-2011|3500.0000|70.0000
92590|HERO MOTOCORP LTD.|04-05-2011|1750.0000|35.0000
92590|HERO MOTOCORP LTD.|02-05-2012|2250.0000|45.0000
92590|HERO MOTOCORP LTD.|26-04-2013|3000.0000|60.0000
92590|HERO MOTOCORP LTD.|28-05-2014|3250.0000|65.0000
92590|HERO MOTOCORP LTD.|05-08-2014|1500.0000|30.0000
92590|HERO MOTOCORP LTD.|07-05-2015|1500.0000|30.0000
92590|HERO MOTOCORP LTD.|10-03-2016|2000.0000|40.0000
92590|HERO MOTOCORP LTD.|05-05-2016|1600.0000|32.0000
92590|HERO MOTOCORP LTD.|07-03-2017|2750.0000|55.0000
92590|HERO MOTOCORP LTD.|10-05-2017|1500.0000|30.0000
92590|HERO MOTOCORP LTD.|06-02-2018|2750.0000|55.0000
92590|HERO MOTOCORP LTD.|02-05-2018|2000.0000|40.0000
92590|HERO MOTOCORP LTD.|31-01-2019|2750.0000|55.0000
92590|HERO MOTOCORP LTD.|26-04-2019|1600.0000|32.0000
92590|HERO MOTOCORP LTD.|06-02-2020|3250.0000|65.0000
92590|HERO MOTOCORP LTD.|09-06-2020|1250.0000|25.0000
92590|HERO MOTOCORP LTD.|04-02-2021|3250.0000|65.0000
92590|HERO MOTOCORP LTD.|05-02-2021|250.0000|5.0000
92590|HERO MOTOCORP LTD.|06-05-2021|1250.0000|25.0000
92590|HERO MOTOCORP LTD.|07-05-2021|500.0000|10.0000
92590|HERO MOTOCORP LTD.|10-02-2022|3000.0000|60.0000
92590|HERO MOTOCORP LTD.|03-05-2022|1750.0000|35.0000
93902|HINDALCO INDUSTRIES LTD.|31-03-1989|37.5000|3.7500
93902|HINDALCO INDUSTRIES LTD.|22-06-1990|37.5000|3.7500
93902|HINDALCO INDUSTRIES LTD.|21-06-1991|30.0000|3.0000
93902|HINDALCO INDUSTRIES LTD.|16-07-1992|37.5000|3.7500
93902|HINDALCO INDUSTRIES LTD.|21-06-1993|40.0000|4.0000
93902|HINDALCO INDUSTRIES LTD.|20-05-1994|45.0000|4.5000
93902|HINDALCO INDUSTRIES LTD.|31-05-1995|55.0000|5.5000
93902|HINDALCO INDUSTRIES LTD.|10-05-1996|60.0000|6.0000
93902|HINDALCO INDUSTRIES LTD.|06-05-1997|45.0000|4.5000
93902|HINDALCO INDUSTRIES LTD.|09-05-1998|52.5000|5.2500
93902|HINDALCO INDUSTRIES LTD.|07-05-1999|65.0000|6.5000
93902|HINDALCO INDUSTRIES LTD.|23-03-2000|50.0000|5.0000
93902|HINDALCO INDUSTRIES LTD.|25-04-2000|30.0000|3.0000
93902|HINDALCO INDUSTRIES LTD.|26-04-2001|120.0000|12.0000
93902|HINDALCO INDUSTRIES LTD.|05-05-2002|135.0000|13.5000
93902|HINDALCO INDUSTRIES LTD.|01-05-2003|135.0000|13.5000
93902|HINDALCO INDUSTRIES LTD.|26-04-2004|165.0000|16.5000
93902|HINDALCO INDUSTRIES LTD.|30-04-2005|200.0000|20.0000
93902|HINDALCO INDUSTRIES LTD.|29-04-2006|220.0000|2.2000
93902|HINDALCO INDUSTRIES LTD.|12-03-2007|170.0000|1.7000
93902|HINDALCO INDUSTRIES LTD.|04-05-2007|0.0000|0.0000
93902|HINDALCO INDUSTRIES LTD.|20-06-2008|185.0000|1.8500
93902|HINDALCO INDUSTRIES LTD.|30-06-2009|135.0000|1.3500
93902|HINDALCO INDUSTRIES LTD.|04-06-2010|135.0000|1.3500
93902|HINDALCO INDUSTRIES LTD.|30-05-2011|150.0000|1.5000
93902|HINDALCO INDUSTRIES LTD.|27-06-2012|155.0000|1.5500
93902|HINDALCO INDUSTRIES LTD.|28-05-2013|140.0000|1.4000
93902|HINDALCO INDUSTRIES LTD.|29-05-2014|100.0000|1.0000
